PostalCode,FSA,Latitude,Longitude,Place Name,FSA1,FSA-Province,AreaType
M9B4Z5,M9B,43.650005,-79.545174,Etobicoke,M,35,Urban
M9B4Z6,M9B,43.652554,-79.548842,Etobicoke,M,35,Urban
M9B4Z7,M9B,43.653053,-79.550105,Etobicoke,M,35,Urban
M9B4Z8,M9B,43.64941,-79.547421,Etobicoke,M,35,Urban
M9B4Z9,M9B,43.650811,-79.548151,Etobicoke,M,35,Urban
M9B5A1,M9B,43.6538195,-79.5498755,Etobicoke,M,35,Urban
M9B5A2,M9B,43.653248,-79.549774,Etobicoke,M,35,Urban
M9B5A3,M9B,43.657382,-79.553743,Etobicoke,M,35,Urban
M9B5A4,M9B,43.654063,-79.552649,Etobicoke,M,35,Urban
M9B5A5,M9B,43.654085,-79.552655,Etobicoke,M,35,Urban
M9B5A6,M9B,43.655049,-79.55428,Etobicoke,M,35,Urban
M9B5A7,M9B,43.65507396,-79.55432505,Etobicoke,M,35,Urban
M9B5A8,M9B,43.6544995,-79.5559865,Etobicoke,M,35,Urban
M9B5A9,M9B,43.653423,-79.555514,Etobicoke,M,35,Urban
M9B5B1,M9B,43.654792,-79.556129,Etobicoke,M,35,Urban
M9B5B2,M9B,43.647605,-79.555038,Etobicoke,M,35,Urban
M9B5B3,M9B,43.647617,-79.555042,Etobicoke,M,35,Urban
M9B5B4,M9B,43.6507585,-79.556415,Etobicoke,M,35,Urban
M9B5B5,M9B,43.649809,-79.555998,Etobicoke,M,35,Urban
M9B5B6,M9B,43.65198,-79.556951,Etobicoke,M,35,Urban
M9B5B7,M9B,43.653036,-79.557407,Etobicoke,M,35,Urban
M9B5B8,M9B,43.649279,-79.557082,Etobicoke,M,35,Urban
M9B5B9,M9B,43.649259,-79.557074,Etobicoke,M,35,Urban
M9B5C1,M9B,43.651027,-79.557852,Etobicoke,M,35,Urban
M9B5C2,M9B,43.651023,-79.55785,Etobicoke,M,35,Urban
M9B5C3,M9B,43.651729,-79.558147,Etobicoke,M,35,Urban
M9B5C4,M9B,43.6527585,-79.558607,Etobicoke,M,35,Urban
M9B5C5,M9B,43.64705,-79.55742,Etobicoke,M,35,Urban
M9B5C6,M9B,43.647063,-79.557425,Etobicoke,M,35,Urban
M9B5C7,M9B,43.649237,-79.55838,Etobicoke,M,35,Urban
M9B5C8,M9B,43.649234,-79.558379,Etobicoke,M,35,Urban
M9B5C9,M9B,43.651429,-79.559343,Etobicoke,M,35,Urban
M9B5E1,M9B,43.65180398,-79.55950604,Etobicoke,M,35,Urban
M9B5E2,M9B,43.653809,-79.560357,Etobicoke,M,35,Urban
M9B5E3,M9B,43.653865,-79.560382,Etobicoke,M,35,Urban
M9B5E4,M9B,43.654473,-79.560246,Etobicoke,M,35,Urban
